"id","episode_id","event","speaker","text"
"35,073",148,Speech,Tony Jones,"I want to bring you back to the point of the question, which was actually about solar thermal power precisely, which the questioner says can actually produce base-load power. Now, you spend a lot of time in China. You would have seen the conservative British MP Zac Goldsmith saying in the documentary China invested $34 billion in the last year in clean energy. Are we lagging behind the Chinese and the Indians?"
"35,074",148,Speech,Clive Palmer,"I think we're lagging behind a lot of people in a lot of things but the most important thing about clean energy is that the research is done so we can look to the future and look to it positively, whether we do it or someone else does it or we apply it. We have to look at that situation. But as I said, we have to concentrate on solutions, not problems and a solution..."
"35,075",148,Speech,Tony Jones,So what about base-load solar power? Solution for you or not?
"35,076",148,Speech,Clive Palmer,"Well, it's got to be competitive but the solution, if we have a look at 97% of carbon comes from natural causes. Three per cent comes from human beings."
"35,077",148,Speech,Anna Rose,"Well, that's a bit misleading, Clive."
"35,078",148,Speech,Clive Palmer,"Hold on, nobody has concentrated on that 97%, the great bulk of carbon dioxide. Maybe we've got to have a proper balance. Maybe we've got to have new scientists. I'm happy to invest a billion dollars in looking at natural carbon and seeing how we can change it. If the Australian government will do that, I'm happy to do that."
"35,079",148,Speech,Tony Jones,What about a billion dollars into solar energy?
"35,080",148,Speech,Clive Palmer,"Well, solar energy, of course, is manufactured cheaper in China than anywhere else in the world and they've proven that because they've got a lower cost of manufacture by using fossil fuels in the manufacturing process."
"35,081",148,Speech,Tony Jones,"Okay, I'm going to go to someone - we've actually got someone in the audience who's Matthew Wright. He's the Executive Director of Beyond Zero Emissions. He believes cheap solar base-load power is possible. Tell us about that briefly?"
"35,082",148,Speech,Matthew Wright,"Well, basically in Spain they've got giant plants already operating. They're large fields of mirrors - a sea of mirrors that surround a central tower and they concentrate the sun's rays to the top of the tower. Passing through the top of the tower is molten salt and they store the hot salt, after it's moved from the cold tank to the hot tank, ready for night time dispatch, so they can run water past the salt. It flashes to steam and it drives a conventional steam turbine, the same one in a coal plant. They're building bigger ones in the US now, 110 megawatts and they're continually scaling these up, backed by the US Department of energy lines program. We can build those too here in Australia and as they build each additional plant, the cost comes down. Now, we saw that with rooftop solar, where two years ago systems for people's roofs cost more than double what they do today. That's unsubsidised costs, I'm talking about. They've halved in price and they halved through deployment, so the Bjorn Lomborg answer is not the answer because that's research without deployment. Leave a bunch of nerds in the corner to research for ten years and you get a nerdy answer. But if you dovetail research with deployment, then you actually get the best outcome and the best bang for your buck so you need to deploy and have research feeding back into that. We need that for base-load solar. We need that for rooftop solar and we..."
"35,083",148,Speech,Tony Jones,"Okay, everyone's going to know how much it would cost? What sort of investment would be necessary in Australia to produce solar base-load power, this solar thermal system you're talking about?"
"35,084",148,Speech,Matthew Wright,"Well, we did a research project with the University of Melbourne Energy Research Institute and we came up with $37 billion a year, so less than 3% of GDP would get us there over ten years. So if we wanted to do it really fast, if we wanted to get it done in a hurry because we need to, that's the state of the climate, then we can get it done in ten years. It's less than what we spend on new motor cars, which we mostly import. It's less than what we spend on insuring our houses and there's less likelihood that Nick's house is going to burn down than climate change is going to be a serious threat to us and I wonder if Nick actually insures his house."
"35,085",148,Speech,Nick Minchin,Better expenditure than the NBN.
"35,086",148,Speech,Tony Jones,"Well, I want you to respond to it because you raised the challenge to scientists and others in the community to basically prove whether or not it could be done, whether you could have solar power cheaper than gas and fuel. Here's someone who says you can."
"35,087",148,Speech,Nick Minchin,"Well, we haven't answered that question, what's the unit price of electricity produced there as compared to a coal station?"
"35,088",148,Speech,Matthew Wright,"Well, initial ones we deploy are going to be 20 cents a kilowatt hour unsubsidised, which is obviously higher than a new build coal, which will be 12 cents, all right?"
"35,089",148,Speech,Nick Minchin,"But the point is that there's been lots of new build coal plants being built. They're being stamped out in China at a fair rate, so they're not coming down any cheaper, okay, whereas we only need to deploy a number of solar thermal plants, you know, one, two, three, four, five, do that in tandem with the US and Spain and other places, and the price will come down quickly and will be close to comparable with..."
"35,090",148,Speech,Tony Jones,"Okay, let's hear - okay, Nick Minchin, former finance minister. Used to be in government. Would you advise governments to look seriously at this kind of investment?"
"35,091",148,Speech,Nick Minchin,"No, I wouldn't."
"35,092",148,Speech,Tony Jones,I mean you said it's a better investment than the NBN for example.
"35,093",148,Speech,Nick Minchin,"That was facetious. I don't think governments should be investing that sort of money in power stations. I mean I'm an advocate of governments getting the hell out of owning and operating sources of power, so it shouldn't be government and the point of the Lomborg advocacy is to ensure that the private sector will willingly take up investment in these things because it can produce affordable power and that's what we need. You can't have..."
"35,094",148,Speech,Tony Jones,Provided there's $100 billion fund.
"35,095",148,Speech,Nick Minchin,"You know, governments can spend money on anything they like, anytime they like. Most of it they waste, I've got to say, and for governments to start investing in this would be like them owning the power stations and it's been part of our problem because they didn't invest in the transmission (indistinct)..."
"35,096",148,Speech,Tony Jones,Okay. (Indistinct)
"35,097",148,Narrative,,MULTIPLE SPEAKERS TALK AT ONCE
"35,098",148,Speech,Nick Minchin,So no government but I want private sector investment.
"35,099",148,Speech,Clive Palmer,There's no shortage of money if it's cheaper. That's the whole point.
"35,100",148,Narrative,,MULTIPLE SPEAKERS TALK AT ONCE
"35,101",148,Speech,Matthew Wright,The issue is - the issue is the research...
"35,102",148,Speech,Clive Palmer,"(Indistinct) there's no shortage of money but people don't want to put money into academics doing research that hasn't got an application. If it's really, really cheaper, industry will provide the money. Our banks will provide the money. I'll provide the money if it's cheaper but, you know, they're not going to do it if it's not cheaper. You're saying 20 cents..."
"35,103",148,Speech,Matthew Wright,"It needs to come down the cost curve, just like coal has come down the cost curve. Just like gas came down the cost curve."
"35,104",148,Speech,Clive Palmer,"Well, you do that (indistinct)..."
"35,105",148,Speech,Tony Jones,Okay. All right. We could actually have this little...
"35,106",148,Narrative,,MULTIPLE SPEAKERS TALK AT ONCE
"35,107",148,Speech,Tony Jones,One more point.
"35,108",148,Speech,Matthew Wright,"The research and development in isolation with the nerds working in the universities or at CSIRO without having the commercial guise to build the plants at the same time and take the feedback, it doesn't work. You've got to build the plants..."
"35,109",148,Speech,Tony Jones,"All right. Matthew, can we hear from one of the nerds in CSIRO? The chief nerd, in fact. What do you think about these ideas?"
"35,110",148,Speech,Megan Clark,"Yeah, I'm very happy as the chief nerd and, look, we are working on the next generation solar concentrator and to bring that price down. We need to bring the price down. There's no question. We also need to optimise the storage so that we can use it for base-load and it needs to be more efficient. What we're doing that though is we're doing that with industry partners and we've got partners who are prepared to put money in because they are also recognising that if we can address those issues and if we can get down to a cost that is comparable or even better..."
"35,111",148,Speech,Tony Jones,"Well, let's remember what our first questioner said. The energy departments of India, China and the US are all saying solar will be cheaper than coal within the next few years. In fact, when you look closely at what they're saying, they're saying between 2018 and 2020. Do you agree with that? Is that possible?"
"35,112",148,Speech,Megan Clark,"Look, our projections are certainly not in the next few years. Our projections are that we will need some further R&D to be able to bring it down to a cost that's even cheaper. If you really want it to walk out the door, make it cheaper than the cheapest fossil fuel plant that we have. But in the meantime we need to have sensible transition plans before we get to those solutions."
"35,113",148,Speech,Tony Jones,Let's go to Rebecca Huntley. What do you suppose - you look at what the public feels about issues like this.
"35,114",148,Speech,Rebecca Huntley,Yeah.
"35,115",148,Speech,Tony Jones,"What does the public think about renewable energy and the possibility of actually replacing, let's say, fossil fuel energy with clean energy?"
"35,116",148,Speech,Rebecca Huntley,"Well, that's been a debate amongst Australians for much longer than when Nick and Anna had that kind of, you know, kind of that moment on the beach together of realisation and that was supposed to be a kind of a light bulb moment for both of them but actually that's the kinds of conversations that people have been having, you know, for at least five years, if not more, and I think the thing that interests me is that we'll be sitting in a group of climate change deniers, people who don't think it's happening or think that we can't really do anything to control it, who will say, but we need to drive smaller cars and we need to have solar panels and we need to have fuel efficient everything in our lives so instead of a debate endlessly about the science, I think there already exists a consensus amongst Australians that something needs to be done and whether we do it for short term economic reasons or long-term environmental reasons kind of doesn't matter so, you know, there's a lot of support out there publicly (indistinct)..."
"35,117",148,Speech,Tony Jones,Let's go to Anna Rose on this and I mean did you feel that light bulb moment slightly dimming as Nick Minchin started talking about the economics of doing these things?
"35,118",148,Speech,Anna Rose,"It makes economic sense to act on climate change. In fact, to not act on climate change, to delay, is the worst thing that we could do to our economy. We had Sir Nicholas Stern in the UK doing a report about the global economic impact and he said that the impact of climate change would be the same as both world wars and the depression at the same time. Do we want to be doing that to our economy? I don't think so and then you bring in the health impacts. You've got the Australian Medical Association saying that climate change is a real and imminent threat to the health of Australians. The impact on our agriculture - I come from a farming family. You look at what's happening to the Murray-Darling Basin, the projections of agricultural decline between 92 and 97% by the end of the century, all of these things will be extremely harmful to our economy and our way of life."
"35,119",148,Speech,Rebecca Huntley,"And I think that's another thing that - you know, I remember we did a group a couple of years ago and one of the guys in that group said if we don't do anything about the environment, Australia will be a third world country and 15 years ago - I go back and look at our research. It's 35 years old. Somebody said, ""If we do do something about the environment, we'll be a third world country."" So, actually, we've now changed our view that actually to be - not only to do something about the environment but also to be at the forefront of innovation about the environment is crucial for jobs in the new century. But I think the one thing that I'd say, Anna, and I think one of the difficulties and, I mean, Nick said this in the documentary, some of these scenes of catastrophe about what's going to happen in the future, is one of the things that gets people, even who believe in climate change, backing away a little bit from the environment movement. Even if those projections are true, it's a little bit - it feels to people a little bit like, you know, those people who wear those sandwich boards saying the end of the world is nigh. If we're going to say - you know, they are concerned about it. They believe it's going to affect them in their lifetime, certainly in their children and their grandchildren's lifetime, but these kind of apocalyptic views about the future, I think one of the things I would like the environment movement to do is tone that down when you're talking to the majority of people who kind of think climate change is happening, what's my role in it and where's it going to go."
"35,120",148,Speech,Tony Jones,We've got a question that actually reflects that. It's from Gordon Hinds in the audience.
"35,121",148,Speech,Gordon Hinds,"Thank you, Tony. It's probably to the panel but to Nick mainly. Are we too wedded to our lifestyle to embrace change? And is it possible that persuading people that our lifestyle is not sustainable is akin to convincing people that smoking will harm - young people with smoking will harm them in their old age?"
"35,122",148,Speech,Tony Jones,Nick Minchin?
"35,123",148,Speech,Nick Minchin,"Well, wedded to our lifestyle is a fairly loaded remark. I mean I think it's fantastic that Australian Governments of both persuasions have produced one of the most prosperous nations on earth and I think we should all aspire as people in public life to produce the maximum level of sustainable prosperity that we can. I suppose what you're asking is: is that sustainable? And that does actually go to this scientific question because we, as I said before, are blessed with hundreds of years of coal and gas resources. We're discovering new sources of gas every day. This whole coal seam gas is opening up enormous new horizons. So, you know, from my point of view I think our lifestyle in terms of modern Australia is perfectly sustainable and so but that doesn't negate the point I was previously making that at some point there is going to be a transition. I mean I actually think nuclear should be discussed in this debate as well as a transitional fuel. So I think we can sustain our lifestyles."
"35,124",148,Speech,Gordon Hinds,"This is about making - if people have got an issue with, you know, is this going to impact or is it not going to impact, which is the point of the documentary, I guess you guys were both representative of different polars, then isn't it akin to sort of also that question mark about when you try and tell a 14 year old not to smoke because they'll get cancer when they're 65? I mean there is a sort of - there's an analogy there that is that..."
"35,125",148,Speech,Tony Jones,"The smoking analogy mightn't work quite so well with Nick Minchin. He's against public campaigns against smoking, I think."
"35,126",148,Speech,Nick Minchin,"Well, hang on a minute. I've never smoked."
"35,127",148,Speech,Gordon Hinds,"No, I'm saying the reality of what you're trying to achieve, you know..."
"35,128",148,Speech,Nick Minchin,"That's a crazy analogy, I'm sorry, in my view but..."
"35,129",148,Speech,Gordon Hinds,Why is it crazy?
"35,130",148,Speech,Nick Minchin,"Well, I don't get it. I mean that's a personal health..."
"35,131",148,Speech,Gordon Hinds,"I don't think it's crazy, Nick."
"35,132",148,Speech,Nick Minchin,"I think there's enough evidence - you know, it's a question of evidence. There is enough evidence that smoking is bad for your health. I've never smoked..."
"35,133",148,Speech,Gordon Hinds,"No, I mean like when you're 14 you say to somebody..."
"35,134",148,Speech,Nick Minchin,...and I discourage my children from smoking but...
"35,135",148,Speech,Gordon Hinds,...when you're going to be 60...
"35,136",148,Speech,Tony Jones,Okay. All right. All right. I think we won't spend too much time on the analogy.
"35,137",148,Speech,Nick Minchin,"No, I don't get it."
"35,138",148,Speech,Tony Jones,I would like to hear from Megan Clark though. Does Australia need to change and have a more sustainable - do we need a more sustainable country and particularly our energy use?
"35,139",148,Speech,Megan Clark,"Well, I think it's a much broader issue than just the climate. We're looking at how do we live in a world where the resources themselves are going to be restricted on a number of fronts? You know, we know in the next 60 years we have to produce as much food as we've ever produced in human history. We are also looking at our water resources so this is a much broader issue but when you're trying to get positive change, positive impact from science and technology, it really helps if what you're offering is better than what you have so I can maintain a prosperous lifestyle and that walks out the door. So, for example, when we had to address the ozone issue with CFCs, we had recognition, observation of the issue. We had recognition from the public and everyone learnt about what on earth ozone was. We then had sort of policy and guidelines. But what really happened with the change was the minute that refrigerators and new coolers were produced that were better than what we had, that were more efficient and cheaper and easier. Then that change was very easy and I think that's the challenge."
"35,140",148,Speech,Tony Jones,"So very briefly, is it CSIRO's view that climate change is forcing serious change on our economy, on our energy use patterns and so on?"
"35,141",148,Speech,Megan Clark,I think the whole issue of operating in a world where our resources are going to be restricted is something that we all have to come to grips with. Certainly from CSIRO's point of view we're working across a number of fronts and particularly working on how you have pathways to a future that we can all accept because it's only when you get a pathway to the future that we agree on that we'll start going there.
"35,142",148,Speech,Tony Jones,Anna Rose?
"35,143",148,Speech,Anna Rose,"Completely agree with Megan. We have the opportunity in our generation to - everyone alive today to create a really bright future for Australia, to harness our renewable energy resources, to build new innovative industries, to create new jobs and to get our carbon emissions down. Now, one thing that's been discussed is the time frame in which we do it and that is key because we have the International Energy Agency this is a very conservative international body - saying we've already used up 80% of the emissions budget that would keep the world under two degrees of global warming. Now, every mum and dad out there who does grocery shopping every week knows that when you've used up 80% of your budget you don't keep spending. You start saving and that's what we've got to start doing. We've got to start saving energy. We need to the infrastructure in place so that we can move to that low carbon economy and according to the IEA we have to do it before 2017 globally."
"35,144",148,Speech,Tony Jones,"Okay. All right. Let's go to Clive Palmer, who is shaking his head, and I'll bring you back..."
"35,145",148,Speech,Clive Palmer,"Well, look, you know..."
"35,146",148,Speech,Tony Jones,"The question was: are we too wedded to our lifestyle to embrace change? You may like to suggest we don't need to change, I don't know."
"35,147",148,Speech,Clive Palmer,"Well, certainly people have got needs that have got to be met, you know. The Chinese Government, I've just signed an agreement for $40 billion in coal sales to China so they're pretty happy with that. That's going to employ 10,000 Australians. You want to put all those people out of jobs? You want t have their families so they can't buy presents for their kids at Christmas? That's what we're talking about, you know, and that's the reality of it. That's the reality of it and that's why you'll see that the Federal Government will be thrown out at the next election because Australians want jobs. They want some prosperity and that's the simple facts of life. You can talk about what may happen in the future. I agree with the whole panel. We've got to do all we can to make sure we've got a better energy source in the future but it's got to be cost competitive. When it is cost competitive, if it's developed by industry, you don't have to have these arguments, it will happen. I'll invest in solar panels tomorrow if it's cheaper than digging up coal and everyone will. It's all economically-based and 20 million Australians, you've got to be really joking to think, you know, change the whole globe with our emissions. If you look at how much our emissions are, they're so infinitesimal, they don't make any impact whatsoever."
"35,148",148,Speech,Rebecca Huntley,"Look, I've got to jump in here because I think that the question the man was saying goes to the extent to which people are prepared to sacrifice now for something of benefit in the future and it's very easy for people like Clive to kind of present a commitment to climate change being about you have to turn your television off now. He said before that I had to throw my husband out of bed if I really cared about climate change."
"35,149",148,Speech,Clive Palmer,Only if he's got electric socks.
"35,150",148,Speech,Rebecca Huntley,"Only if he's got electric socks. And so there is this kind of catastrophising, sometimes on both sides, that if you care about climate change you've got to kind of wear sackcloth, live in a humpy and kind of, you know, eat yoghurt for the rest of your life."
"35,151",148,Speech,Tony Jones,There's nothing wrong with that.
"35,152",148,Speech,Rebecca Huntley,You can't have an iPad or any of that kind of stuff and I think that's...
"35,153",148,Speech,Anna Rose,Environmentalists don't say that. That's a stereotype.
"35,154",148,Speech,Rebecca Huntley,No. No. No. I'm talking about that's what the anti-climate change people say.
"35,155",148,Speech,Clive Palmer,I say that. I live in a sack.
"35,156",148,Speech,Rebecca Huntley,I'm saying that that's what the anti climate change people say...
"35,157",148,Speech,Clive Palmer,I love it.
"35,158",148,Speech,Rebecca Huntley,"...we have to do if we care about climate change, kind of reverse civilisation. And it's scare tactics."
"35,159",148,Speech,Clive Palmer,"No, she says we've got to stop coal mining now. That's what she says. We've got to stop, reduce it..."
"35,160",148,Speech,Rebecca Huntley,Does she say that?
"35,161",148,Speech,Clive Palmer,She does.
"35,162",148,Speech,Anna Rose,I say we need to...
"35,163",148,Speech,Clive Palmer,"You do, don't you, yeah?"
"35,164",148,Speech,Anna Rose,We need to transition as soon as possible towards a cleaner energy future.
"35,165",148,Speech,Clive Palmer,"By 2017, you say we've got to reduce it."
"35,166",148,Speech,Anna Rose,Globally we need to have emissions stabilised and reduced.
"35,167",148,Speech,Clive Palmer,"No, 2017 in Australia."
"35,168",148,Speech,Anna Rose,"So, yes, we do need to move away from coal mining."
"35,169",148,Speech,Clive Palmer,"That's right. Our coal mine will be built by 2016 so we'll shut it down after one year and throw away $8.5 billion of Chinese investment, 10,000 jobs (indistinct)."
"35,170",148,Speech,Anna Rose,Maybe you should build solar panels instead of that coal plant?
"35,171",148,Speech,Clive Palmer,"Well, our deputy chairman..."
"35,172",148,Narrative,,APPLAUSE
"35,173",148,Speech,Clive Palmer,"Okay. Our deputy chairman, his company is the largest manufacturer of solar panels in the world, so if you do your research you'll know that. He went to the University of New South Wales here and he's the largest manufacturer in the United States, manufacturing in China and exporting. So, look, we all care about the future. We all care about the air we breathe and the future that we've got but the reality of it is it's got to be economic and the demand has got to be there, then it will happen. Governments can't mandate it. You can't put people out of work. It's not going to be popular but if we make it cheap enough it will work and that's what the CSIRO is saying. That's what everyone says. It's a naïve debate otherwise."
"35,174",148,Speech,Tony Jones,"Okay. You've watching Q&A, the climate special. Some of our viewers may have answered the questionnaire on the I Can Change Your Mind About Climate website. It's based on the Yale survey that Anna and Nick did and in the last few weeks was completed more than 24,000 times. It's not a scientific survey. It uses self-selecting and they can actually fill it out more than once. So those at both ends of the scale, the alarmed and the dismissive, are overrepresented, while the unengaged, not surprisingly, didn't bother to fill it in. But the results do show polarised public debate and that's supported by the CSIRO's smaller but representative study of Australians in 2011, which found 45% of people believe climate change is just a natural phenomenon while 43% believe it's caused by human activity. Our next question tonight comes from Suzy Randjelovic."
"35,175",148,Speech,Suzy Randjelovic,"Thank you. Hi, there. The survey results, as you pointed out, on I Can Change Your Mind show that more than half polled are dismissive. Is this a direct result of how our political leaders have handled the climate change discussion?"
"35,176",148,Speech,Tony Jones,Let's start with Nick Minchin?
"35,177",148,Speech,Nick Minchin,"Well, I share Rebecca's view and I think, if I may without being contradicted by Anna, say that I think that's one of the things Anna perhaps got out of this exercise was that the alarmism and hysteria that some people have brought to this debate from the warmest point of view has been counterproductive and, I mean, I'm just interested in James Lovelock, you know, whose one of the significant green scientist around the world. He's making that point also that alarmism, when it is not substantiated by the evidence, just turns people off and Rebecca is finding that in her work. And that's why I was - I'd like to think that as part of this exercise and as the debate goes on we take the heat out of this, we do talk more rationally and calmly to each other and I do think, to the extent that some politicians have hyped this, as have some scientists, I think that's been counterproductive and cause the division."
"35,178",148,Speech,Tony Jones,You're talked in the documentary about the debate being polarised. Is it hyped on both sides? Would you accept that?
"35,179",148,Speech,Nick Minchin,"Yes. Look, you know, I think that would be churlish of me not to say that. But I think the guilt, I must say, lies first and foremost with those who've said the world is going to end tomorrow. You know the sack and cheesecloth stuff."
"35,180",148,Speech,Rebecca Huntley,"Oh, no, Nick, I don't think - I don't know if that's right."
"35,181",148,Speech,Nick Minchin,"That has lead to - that leads others to respond and say what a lot of nonsense. Nothing's happening. You know, let's just life go on. So, it's chicken and egg."
"35,182",148,Speech,Tony Jones,"Before we go further on that, I just want to hear Rebecca Huntley on this survey. You have had a look at the survey results of the 24,000 people."
"35,183",148,Speech,Rebecca Huntley,Yeah.
"35,184",148,Speech,Tony Jones,So what's your thoughts on the survey?
"35,185",148,Speech,Rebecca Huntley,"Well, it's not a survey. It's not real research. You couldn't call it a survey. I mean the only thing that it's evidence of is that this debate seems to attract."
"35,186",148,Speech,Clive Palmer,It's a lobby group.
"35,187",148,Speech,Rebecca Huntley,"No, it seems to attract tiny percentages of the population who are either who this is their central ideological question and we consistently find in the quality of research we do and the quantity of research we do that the majority of Australians think that climate change is happening but they're divided in many ways about the extent to which humans are involved. But more important than divided about why it's happening, they're divided about what we need to do, what our role should be as individuals, the Government, the international community and that's really where the conversation has to be, not at those extreme ends of the spectrum. And I think this is, you know, you could, you know, line your kitty litter tray with this piece of research."
"35,188",148,Speech,Tony Jones,"Incidentally, the questioner was asking the question whether politicians are driving the survey results."
"35,189",148,Speech,Rebecca Huntley,"Oh, yeah. Look, I think..."
"35,190",148,Speech,Tony Jones,"Political leaders, I think she said."
"35,191",148,Speech,Rebecca Huntley,"I think that's part of it. I mean people look at the climate change debate and they see, you know, people screaming at each other on both sides and placards and all the rest of it. And remember we find that Australian voters are relatively mild-mannered. They don't like that kind of behaviour. They're turned off by it on both sides and I don't think it's fair, Nick, to just say it's the environmental movement that's been alarmist. I think it's been on both levels."
"35,192",148,Speech,Nick Minchin,"No, I acknowledge that it's both sides."
"35,193",148,Speech,Rebecca Huntley,"I think that one of the things that there has been a level of disillusionment with the government response to climate change and some confusion. Why do we have a carbon tax when we could have had an ETS? So that has taken, I think, some of the focus and interest off it so it does - definitely the political reaction shapes public opinion about it but I don't think it's only factor."
"35,194",148,Speech,Tony Jones,"Just briefly, Clive Palmer, on this issue, if you wouldn't mind, and just bear in mind this..."
"35,195",148,Speech,Clive Palmer,"I went to sleep there, Tony."
"35,196",148,Speech,Tony Jones,"Well, both sides of politics have the same target. Both sides of politics believe climate change is real, human induced global warming is causing climate change, both sides of politics believe that. You..."
"35,197",148,Speech,Clive Palmer,"Well, I don't believe it. I mean I don't believe any of it. I think it's all about restricting our trade. I think it's about having these issues for the..."
"35,198",148,Speech,Rebecca Huntley,Is that a CIA plot?
"35,199",148,Speech,Clive Palmer,Well...
"35,200",148,Speech,Rebecca Huntley,"CIA plot, Clive?"
"35,201",148,Speech,Clive Palmer,"Well, most likely, but all I'm saying about it is we've got the developed world telling the undeveloped world they can't have what they've got, that they can't have a lifestyle the same as them and that's wrong. You know, I think that's wrong because we've got to compare about all people regardless of where they live."
"35,202",148,Speech,Tony Jones,"Okay, Anna Rose is shaking her head on that point."
"35,203",148,Speech,Anna Rose,"That's ridiculous. The people who are suffering the most right now from the impacts of climate change are people in less developed countries who are feeling the impacts of sea level rise, of extreme weather events and they don't have the resources that we have in Australia to cope with those kinds of impacts. So to pretend that you care about people in India yet totally ignore the suffering..."
"35,204",148,Speech,Rebecca Huntley,"This is the thing. If climate change is real - if climate change is real, Clive is going to build himself a massive biosphere and he'll just live in the biosphere and he'll be fine. It's all the rest of us that are in trouble."
"35,205",148,Narrative,,MULTIPLE SPEAKERS TALK AT ONCE
"35,206",148,Speech,Tony Jones,"I'm going to interrupt all of you because we can continue this discussion but we can refocus it. The media is often mentioned as cause as well and we have a video question from Keith Martin Smith in Ridgeway, Tasmania."
